Empresa,Receita Anual,Dívida Total,Prazo de Pagamento (dias),Setor,Rating,Notícias Recentes
Empresa 3711,238765,276877,77,Agronegócio,B+,Expansão em novos mercados anunciada.
Empresa 3712,798180,161686,87,Agronegócio,C-,Concorrente lançou um novo produto.
Empresa 3713,822841,473328,98,Transportes,C+,Concorrente lançou um novo produto.
Empresa 3714,843207,294075,62,Turismo,A,Mudanças na legislação para o setor.
Empresa 3715,766496,237082,102,Tecnologia,B+,Expansão em novos mercados anunciada.
Empresa 3716,628108,466196,31,Indústria,C,Setor afetado por mudanças climáticas.
Empresa 3717,348941,221321,114,Educação,B-,Aumento no custo das matérias-primas.
Empresa 3718,495588,486149,104,Educação,C+,Cuidado com flutuações nos preços!
Empresa 3719,374192,520055,14,Serviços,D,Concorrente lançou um novo produto.
Empresa 3720,592715,572052,106,Turismo,C,Insatisfação de clientes em redes sociais.
Empresa 3721,892703,600541,28,Tecnologia,B-,Insatisfação de clientes em redes sociais.
Empresa 3722,107629,334298,100,Educação,C+,Insatisfação de clientes em redes sociais.
Empresa 3723,816028,302009,55,Comércio,B+,Concorrente lançou um novo produto.
Empresa 3724,706352,316495,12,Agronegócio,B,Investimento em tecnologia de prevenção de fraudes.
Empresa 3725,348293,255495,101,Transportes,C+,Mudanças na legislação para o setor.
Empresa 3726,249188,263736,62,Agronegócio,A,Oportunidades de parcerias surgindo.
Empresa 3727,458093,266012,35,Tecnologia,A,Concorrente lançou um novo produto.
Empresa 3728,950641,507054,69,Serviços,D,Setor afetado por mudanças climáticas.
Empresa 3729,830573,518334,58,Agronegócio,C+,Mudanças na legislação para o setor.
Empresa 3730,895294,448064,90,Alimentação,C-,Insatisfação de clientes em redes sociais.
Empresa 3731,754736,647017,20,Alimentação,C+,Concorrente lançou um novo produto.
Empresa 3732,499847,622927,23,Agronegócio,D,Expansão em novos mercados anunciada.
Empresa 3733,545656,267450,50,Indústria,B,Mudanças na legislação para o setor.
Empresa 3734,858036,574864,90,Serviços,B-,Mudanças na legislação para o setor.
Empresa 3735,517186,655356,32,Alimentação,B+,Cuidado com flutuações nos preços!
Empresa 3736,882770,597778,33,Serviços,B-,Mudanças na legislação para o setor.
Empresa 3737,344696,647286,81,Serviços,D,Investimento em tecnologia de prevenção de fraudes.
Empresa 3738,661139,384212,77,Indústria,D,Expansão em novos mercados anunciada.
Empresa 3739,598755,207402,36,Serviços,A-,Setor afetado por mudanças climáticas.
Empresa 3740,197252,594722,74,Agronegócio,B,Inconsistências financeiras apontadas em auditoria.
Empresa 3741,638698,351400,40,Turismo,C-,Mudanças na legislação para o setor.
Empresa 3742,160213,578715,26,Turismo,D,Aumento no custo das matérias-primas.
Empresa 3743,172252,186369,16,Tecnologia,A-,Setor afetado por mudanças climáticas.
Empresa 3744,417427,668490,92,Educação,D,Expansão em novos mercados anunciada.
Empresa 3745,744598,439942,67,Saúde,A+,Inconsistências financeiras apontadas em auditoria.
Empresa 3746,146906,498884,52,Alimentação,D,Setor afetado por mudanças climáticas.
Empresa 3747,284060,261278,83,Alimentação,A+,Setor afetado por mudanças climáticas.
Empresa 3748,963144,597036,107,Indústria,B+,Expansão em novos mercados anunciada.
Empresa 3749,463145,673094,41,Saúde,C,Setor afetado por mudanças climáticas.
Empresa 3750,870385,648150,103,Educação,D,Expansão em novos mercados anunciada.
Empresa 3751,199250,670631,29,Serviços,A+,Cuidado com flutuações nos preços!
Empresa 3752,776961,200415,100,Agronegócio,B,Setor afetado por mudanças climáticas.
Empresa 3753,323761,377625,105,Alimentação,A,Cuidado com flutuações nos preços!
Empresa 3754,155173,466093,33,Serviços,A,Aumento no custo das matérias-primas.
Empresa 3755,849183,420084,78,Comércio,C+,Insatisfação de clientes em redes sociais.
Empresa 3756,153671,209493,73,Comércio,B-,Insatisfação de clientes em redes sociais.
Empresa 3757,652267,637821,49,Comércio,B+,Insatisfação de clientes em redes sociais.
Empresa 3758,124144,530489,53,Tecnologia,B,Expansão em novos mercados anunciada.
Empresa 3759,213432,155352,119,Alimentação,D,Insatisfação de clientes em redes sociais.
Empresa 3760,572982,203257,27,Turismo,D,Oportunidades de parcerias surgindo.
Empresa 3761,436853,102076,60,Indústria,C,Oportunidades de parcerias surgindo.
Empresa 3762,196128,244189,36,Serviços,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 3763,861688,257401,114,Alimentação,B-,Setor afetado por mudanças climáticas.
Empresa 3764,686386,630688,22,Turismo,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 3765,183534,589327,30,Comércio,C,Aumento no custo das matérias-primas.
Empresa 3766,638114,648519,83,Educação,B+,Inconsistências financeiras apontadas em auditoria.
Empresa 3767,784137,478176,72,Indústria,C-,Concorrente lançou um novo produto.
Empresa 3768,827116,246990,40,Turismo,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 3769,102114,491214,80,Alimentação,A,Setor afetado por mudanças climáticas.
Empresa 3770,282837,419348,56,Agronegócio,D,Mudanças na legislação para o setor.
Empresa 3771,777296,619818,103,Turismo,C,Expansão em novos mercados anunciada.
Empresa 3772,283793,314987,39,Educação,A-,Mudanças na legislação para o setor.
Empresa 3773,722258,570677,97,Alimentação,B-,Concorrente lançou um novo produto.
Empresa 3774,980421,227282,101,Agronegócio,A+,Aumento no custo das matérias-primas.
Empresa 3775,153095,195070,32,Indústria,C,Concorrente lançou um novo produto.
Empresa 3776,420066,687939,26,Indústria,D,Inconsistências financeiras apontadas em auditoria.
Empresa 3777,456695,270548,35,Transportes,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 3778,576764,555611,72,Serviços,B,Aumento no custo das matérias-primas.
Empresa 3779,507906,370564,89,Alimentação,C+,Cuidado com flutuações nos preços!
Empresa 3780,276879,342197,14,Serviços,D,Inconsistências financeiras apontadas em auditoria.
Empresa 3781,575209,196469,75,Comércio,A,Expansão em novos mercados anunciada.
Empresa 3782,982814,682422,47,Turismo,A-,Investimento em tecnologia de prevenção de fraudes.
Empresa 3783,497908,486399,82,Serviços,A+,Concorrente lançou um novo produto.
Empresa 3784,938144,368504,90,Comércio,A+,Aumento no custo das matérias-primas.
Empresa 3785,745174,619032,10,Agronegócio,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 3786,899193,422849,77,Saúde,B+,Expansão em novos mercados anunciada.
Empresa 3787,223894,299846,31,Transportes,A,Investimento em tecnologia de prevenção de fraudes.
Empresa 3788,420983,445291,65,Turismo,A,Concorrente lançou um novo produto.
Empresa 3789,124419,513023,92,Serviços,A-,Inconsistências financeiras apontadas em auditoria.
Empresa 3790,272519,140900,53,Educação,C-,Cuidado com flutuações nos preços!
Empresa 3791,312240,263420,48,Serviços,C+,Expansão em novos mercados anunciada.
Empresa 3792,395414,184494,83,Agronegócio,C,Insatisfação de clientes em redes sociais.
Empresa 3793,549003,668132,67,Saúde,D,Inconsistências financeiras apontadas em auditoria.
Empresa 3794,298602,651225,98,Serviços,C+,Inconsistências financeiras apontadas em auditoria.
Empresa 3795,533282,190640,63,Comércio,A,Expansão em novos mercados anunciada.
Empresa 3796,375299,624693,85,Turismo,D,Aumento no custo das matérias-primas.
Empresa 3797,678042,103205,61,Tecnologia,C-,Mudanças na legislação para o setor.
Empresa 3798,257892,502966,14,Turismo,A,Investimento em tecnologia de prevenção de fraudes.
Empresa 3799,370610,253093,41,Comércio,A+,Aumento no custo das matérias-primas.
Empresa 3800,483951,513514,101,Alimentação,C-,Concorrente lançou um novo produto.
Empresa 3801,260700,162462,59,Indústria,D,Setor afetado por mudanças climáticas.
Empresa 3802,132512,584576,61,Transportes,C-,Expansão em novos mercados anunciada.
Empresa 3803,900974,102429,46,Serviços,C,Inconsistências financeiras apontadas em auditoria.
Empresa 3804,937930,677148,64,Saúde,A,Concorrente lançou um novo produto.
Empresa 3805,857749,120498,43,Comércio,C,Cuidado com flutuações nos preços!
Empresa 3806,836353,375696,83,Turismo,C+,Insatisfação de clientes em redes sociais.
Empresa 3807,679126,478277,74,Tecnologia,D,Cuidado com flutuações nos preços!
Empresa 3808,452674,678987,91,Educação,C+,Inconsistências financeiras apontadas em auditoria.
Empresa 3809,167278,645980,38,Transportes,B,Expansão em novos mercados anunciada.
Empresa 3810,366631,411922,87,Comércio,C-,Aumento no custo das matérias-primas.
Empresa 3811,115921,499341,71,Saúde,C+,Aumento no custo das matérias-primas.
Empresa 3812,191981,146096,18,Agronegócio,B-,Concorrente lançou um novo produto.
Empresa 3813,551105,486548,60,Alimentação,C-,Expansão em novos mercados anunciada.
Empresa 3814,977905,379998,77,Educação,A+,Setor afetado por mudanças climáticas.
Empresa 3815,658203,155037,48,Tecnologia,A+,Aumento no custo das matérias-primas.
Empresa 3816,819092,580032,113,Saúde,B,Setor afetado por mudanças climáticas.
Empresa 3817,325300,448037,63,Educação,A+,Concorrente lançou um novo produto.
Empresa 3818,906771,146156,74,Educação,C,Oportunidades de parcerias surgindo.
Empresa 3819,370093,498650,109,Saúde,B+,Setor afetado por mudanças climáticas.
Empresa 3820,558782,287643,119,Comércio,A-,Concorrente lançou um novo produto.
Empresa 3821,527439,560282,37,Comércio,D,Aumento no custo das matérias-primas.
Empresa 3822,632644,697238,69,Turismo,C,Setor afetado por mudanças climáticas.
Empresa 3823,594178,296334,55,Alimentação,B-,Insatisfação de clientes em redes sociais.
Empresa 3824,136981,251252,68,Indústria,A,Concorrente lançou um novo produto.
Empresa 3825,246720,254383,33,Alimentação,B,Expansão em novos mercados anunciada.
Empresa 3826,301744,683154,65,Alimentação,A-,Aumento no custo das matérias-primas.
Empresa 3827,935314,382728,48,Serviços,C-,Oportunidades de parcerias surgindo.
Empresa 3828,925839,601311,46,Tecnologia,C-,Aumento no custo das matérias-primas.
Empresa 3829,677641,180118,48,Comércio,C+,Setor afetado por mudanças climáticas.
Empresa 3830,518449,531243,24,Indústria,B+,Concorrente lançou um novo produto.
Empresa 3831,264092,386435,53,Turismo,C-,Concorrente lançou um novo produto.
Empresa 3832,686849,368358,24,Saúde,A-,Mudanças na legislação para o setor.
Empresa 3833,429767,231299,58,Educação,A,Cuidado com flutuações nos preços!
Empresa 3834,211254,509580,30,Saúde,B+,Insatisfação de clientes em redes sociais.
Empresa 3835,756655,312725,105,Indústria,C,Expansão em novos mercados anunciada.
Empresa 3836,522868,638320,34,Tecnologia,A,Insatisfação de clientes em redes sociais.
Empresa 3837,739191,602468,48,Transportes,C,Expansão em novos mercados anunciada.
Empresa 3838,689611,441489,16,Alimentação,B+,Aumento no custo das matérias-primas.
Empresa 3839,552031,649805,68,Transportes,A,Aumento no custo das matérias-primas.
Empresa 3840,606120,498455,73,Transportes,B-,Investimento em tecnologia de prevenção de fraudes.
Empresa 3841,226509,474496,56,Serviços,C+,Setor afetado por mudanças climáticas.
Empresa 3842,727371,628626,87,Tecnologia,A+,Insatisfação de clientes em redes sociais.
Empresa 3843,585996,393502,30,Serviços,B-,Oportunidades de parcerias surgindo.
Empresa 3844,329791,453724,109,Saúde,B,Aumento no custo das matérias-primas.
Empresa 3845,398712,476049,87,Transportes,C-,Cuidado com flutuações nos preços!
Empresa 3846,608566,152951,28,Tecnologia,A-,Insatisfação de clientes em redes sociais.
Empresa 3847,351929,620367,115,Turismo,B,Concorrente lançou um novo produto.
Empresa 3848,737425,334422,117,Turismo,C,Setor afetado por mudanças climáticas.
Empresa 3849,827575,253466,21,Turismo,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 3850,383505,346233,64,Saúde,B,Oportunidades de parcerias surgindo.
Empresa 3851,435420,526336,114,Agronegócio,B,Aumento no custo das matérias-primas.
Empresa 3852,100647,684443,15,Indústria,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 3853,581232,461610,91,Indústria,B,Insatisfação de clientes em redes sociais.
Empresa 3854,263681,658250,117,Alimentação,C,Investimento em tecnologia de prevenção de fraudes.
Empresa 3855,951973,595086,89,Tecnologia,B+,Expansão em novos mercados anunciada.
Empresa 3856,580140,162756,54,Indústria,B,Expansão em novos mercados anunciada.
Empresa 3857,364900,360277,45,Transportes,A,Oportunidades de parcerias surgindo.
Empresa 3858,753779,464522,76,Turismo,C-,Mudanças na legislação para o setor.
Empresa 3859,979833,217296,47,Serviços,B+,Concorrente lançou um novo produto.
Empresa 3860,152225,179823,99,Comércio,C-,Expansão em novos mercados anunciada.
Empresa 3861,439932,481462,33,Agronegócio,B+,Inconsistências financeiras apontadas em auditoria.
Empresa 3862,456947,624489,80,Transportes,B+,Oportunidades de parcerias surgindo.
Empresa 3863,989853,412553,28,Serviços,A-,Cuidado com flutuações nos preços!
Empresa 3864,938250,683455,94,Comércio,C,Setor afetado por mudanças climáticas.
Empresa 3865,976956,629966,88,Tecnologia,C-,Cuidado com flutuações nos preços!
Empresa 3866,771053,382295,105,Transportes,B,Expansão em novos mercados anunciada.
Empresa 3867,732006,328547,47,Serviços,A-,Concorrente lançou um novo produto.
Empresa 3868,563389,397887,69,Turismo,B,Expansão em novos mercados anunciada.
Empresa 3869,997782,698059,52,Indústria,C-,Setor afetado por mudanças climáticas.
Empresa 3870,378971,564147,61,Serviços,B-,Expansão em novos mercados anunciada.
Empresa 3871,840539,627017,11,Comércio,A,Aumento no custo das matérias-primas.
Empresa 3872,767243,288437,43,Indústria,C+,Insatisfação de clientes em redes sociais.
Empresa 3873,625698,348705,72,Turismo,C,Oportunidades de parcerias surgindo.
Empresa 3874,930522,464857,15,Turismo,A+,Expansão em novos mercados anunciada.
Empresa 3875,142708,155139,109,Tecnologia,B-,Setor afetado por mudanças climáticas.
Empresa 3876,198364,328312,69,Saúde,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 3877,598501,259515,71,Turismo,A+,Concorrente lançou um novo produto.
Empresa 3878,593609,116196,94,Indústria,A-,Inconsistências financeiras apontadas em auditoria.
Empresa 3879,543507,573495,20,Agronegócio,B-,Setor afetado por mudanças climáticas.
Empresa 3880,955362,624329,99,Agronegócio,B-,Concorrente lançou um novo produto.
Empresa 3881,157305,127214,73,Educação,A-,Mudanças na legislação para o setor.
Empresa 3882,382618,450449,57,Transportes,B+,Setor afetado por mudanças climáticas.
Empresa 3883,507416,159604,72,Serviços,A,Mudanças na legislação para o setor.
Empresa 3884,165815,242783,115,Serviços,C-,Concorrente lançou um novo produto.
Empresa 3885,520204,397805,95,Agronegócio,B,Aumento no custo das matérias-primas.
Empresa 3886,271452,689708,79,Comércio,B-,Investimento em tecnologia de prevenção de fraudes.
Empresa 3887,914338,334028,115,Agronegócio,A+,Inconsistências financeiras apontadas em auditoria.
Empresa 3888,986575,386181,41,Agronegócio,A,Inconsistências financeiras apontadas em auditoria.
Empresa 3889,958875,282280,107,Comércio,B+,Inconsistências financeiras apontadas em auditoria.
Empresa 3890,884121,382777,90,Indústria,D,Mudanças na legislação para o setor.
Empresa 3891,629433,596706,82,Agronegócio,A+,Oportunidades de parcerias surgindo.
Empresa 3892,251669,342030,43,Alimentação,C+,Mudanças na legislação para o setor.
Empresa 3893,901045,325757,19,Transportes,B+,Aumento no custo das matérias-primas.
Empresa 3894,528266,571740,105,Serviços,B-,Aumento no custo das matérias-primas.
Empresa 3895,962294,430929,47,Turismo,A+,Insatisfação de clientes em redes sociais.
Empresa 3896,928464,157182,52,Indústria,B-,Oportunidades de parcerias surgindo.
Empresa 3897,752335,677306,79,Transportes,B,Expansão em novos mercados anunciada.
Empresa 3898,720843,644809,40,Agronegócio,B+,Aumento no custo das matérias-primas.
Empresa 3899,942653,381850,86,Indústria,B,Expansão em novos mercados anunciada.
Empresa 3900,323721,205807,108,Saúde,C,Oportunidades de parcerias surgindo.
Empresa 3901,344624,645312,53,Comércio,A-,Concorrente lançou um novo produto.
Empresa 3902,992707,457285,32,Transportes,D,Insatisfação de clientes em redes sociais.
Empresa 3903,546133,546178,76,Serviços,B+,Investimento em tecnologia de prevenção de fraudes.
Empresa 3904,155262,291487,111,Transportes,B,Investimento em tecnologia de prevenção de fraudes.
Empresa 3905,696374,115855,14,Transportes,A-,Inconsistências financeiras apontadas em auditoria.
Empresa 3906,514418,424964,30,Serviços,B,Investimento em tecnologia de prevenção de fraudes.
Empresa 3907,880678,452395,75,Saúde,A,Mudanças na legislação para o setor.
Empresa 3908,625165,666923,15,Tecnologia,D,Concorrente lançou um novo produto.
Empresa 3909,507729,624089,45,Saúde,A-,Investimento em tecnologia de prevenção de fraudes.
Empresa 3910,684281,364871,44,Tecnologia,C,Concorrente lançou um novo produto.
Empresa 3911,481061,646406,24,Saúde,B+,Mudanças na legislação para o setor.
Empresa 3912,170437,647395,77,Saúde,A,Cuidado com flutuações nos preços!
Empresa 3913,686841,685424,48,Comércio,A+,Setor afetado por mudanças climáticas.
Empresa 3914,290329,675526,98,Transportes,A+,Inconsistências financeiras apontadas em auditoria.
Empresa 3915,291099,576136,76,Educação,A,Insatisfação de clientes em redes sociais.
Empresa 3916,311682,117269,94,Transportes,B,Mudanças na legislação para o setor.
Empresa 3917,567127,492261,25,Saúde,C+,Insatisfação de clientes em redes sociais.
Empresa 3918,588364,312791,55,Educação,C+,Oportunidades de parcerias surgindo.
Empresa 3919,999649,226679,28,Serviços,C+,Expansão em novos mercados anunciada.
Empresa 3920,731316,529784,24,Agronegócio,C-,Expansão em novos mercados anunciada.
Empresa 3921,615090,207915,89,Transportes,B+,Setor afetado por mudanças climáticas.
Empresa 3922,138692,168346,63,Serviços,B,Insatisfação de clientes em redes sociais.
Empresa 3923,452928,323791,58,Transportes,C+,Setor afetado por mudanças climáticas.
Empresa 3924,996583,639634,50,Educação,B-,Mudanças na legislação para o setor.
Empresa 3925,910413,669869,85,Turismo,B,Insatisfação de clientes em redes sociais.
Empresa 3926,826376,512933,97,Agronegócio,A-,Cuidado com flutuações nos preços!
Empresa 3927,726216,312630,41,Serviços,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 3928,173085,454688,34,Educação,B-,Setor afetado por mudanças climáticas.
Empresa 3929,269497,295499,27,Saúde,B+,Aumento no custo das matérias-primas.
Empresa 3930,247002,568834,17,Comércio,D,Oportunidades de parcerias surgindo.
Empresa 3931,694180,109769,90,Agronegócio,B+,Expansão em novos mercados anunciada.
Empresa 3932,833905,468106,89,Educação,D,Investimento em tecnologia de prevenção de fraudes.
Empresa 3933,656649,219049,113,Comércio,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 3934,410685,378545,60,Tecnologia,C+,Cuidado com flutuações nos preços!
Empresa 3935,563750,693786,101,Agronegócio,A+,Insatisfação de clientes em redes sociais.
Empresa 3936,969904,674995,97,Serviços,B,Expansão em novos mercados anunciada.
Empresa 3937,355587,144564,33,Tecnologia,D,Mudanças na legislação para o setor.
Empresa 3938,445540,513277,67,Agronegócio,B-,Insatisfação de clientes em redes sociais.
Empresa 3939,166139,359915,73,Turismo,B-,Setor afetado por mudanças climáticas.
Empresa 3940,781488,613012,51,Alimentação,C+,Inconsistências financeiras apontadas em auditoria.
Empresa 3941,275309,485655,111,Saúde,A-,Concorrente lançou um novo produto.
Empresa 3942,959619,530091,69,Transportes,B,Insatisfação de clientes em redes sociais.
Empresa 3943,713618,213544,12,Educação,B+,Cuidado com flutuações nos preços!
Empresa 3944,600153,261647,73,Saúde,C,Inconsistências financeiras apontadas em auditoria.
Empresa 3945,266000,214094,51,Agronegócio,A-,Insatisfação de clientes em redes sociais.
Empresa 3946,961078,120987,31,Tecnologia,D,Oportunidades de parcerias surgindo.
Empresa 3947,423575,492315,105,Educação,A-,Inconsistências financeiras apontadas em auditoria.
Empresa 3948,104823,684990,117,Serviços,D,Oportunidades de parcerias surgindo.
Empresa 3949,493231,555350,57,Alimentação,A+,Expansão em novos mercados anunciada.
Empresa 3950,927213,120095,105,Saúde,C+,Setor afetado por mudanças climáticas.
Empresa 3951,510467,495826,78,Agronegócio,C,Mudanças na legislação para o setor.
Empresa 3952,286518,217819,94,Tecnologia,C,Cuidado com flutuações nos preços!
Empresa 3953,243416,200808,110,Saúde,A,Inconsistências financeiras apontadas em auditoria.
Empresa 3954,661939,384999,106,Tecnologia,A,Insatisfação de clientes em redes sociais.
Empresa 3955,827109,439509,115,Educação,C-,Concorrente lançou um novo produto.
Empresa 3956,715989,596085,86,Serviços,A,Oportunidades de parcerias surgindo.
Empresa 3957,993655,282090,98,Educação,A,Investimento em tecnologia de prevenção de fraudes.
Empresa 3958,634506,203626,72,Educação,B+,Insatisfação de clientes em redes sociais.
Empresa 3959,908275,239177,71,Alimentação,A-,Concorrente lançou um novo produto.
Empresa 3960,993048,464831,50,Serviços,A,Oportunidades de parcerias surgindo.
Empresa 3961,566746,375187,113,Alimentação,D,Aumento no custo das matérias-primas.
Empresa 3962,315048,678985,33,Comércio,B,Aumento no custo das matérias-primas.
Empresa 3963,109496,567137,11,Indústria,A,Mudanças na legislação para o setor.
Empresa 3964,950833,455238,70,Educação,A,Cuidado com flutuações nos preços!
Empresa 3965,476284,372294,94,Serviços,C+,Cuidado com flutuações nos preços!
Empresa 3966,174421,141601,118,Tecnologia,B+,Expansão em novos mercados anunciada.
Empresa 3967,711337,160752,21,Educação,C,Investimento em tecnologia de prevenção de fraudes.
Empresa 3968,262507,216359,76,Serviços,A,Setor afetado por mudanças climáticas.
Empresa 3969,887065,189477,107,Tecnologia,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 3970,639486,126111,65,Serviços,B,Oportunidades de parcerias surgindo.
Empresa 3971,357649,420467,35,Transportes,B-,Setor afetado por mudanças climáticas.
Empresa 3972,201272,289677,116,Transportes,C+,Inconsistências financeiras apontadas em auditoria.
Empresa 3973,400597,284342,107,Turismo,A+,Inconsistências financeiras apontadas em auditoria.
Empresa 3974,724730,595708,75,Transportes,A-,Inconsistências financeiras apontadas em auditoria.
Empresa 3975,435017,547918,14,Indústria,C-,Expansão em novos mercados anunciada.
Empresa 3976,869529,649845,25,Comércio,C+,Cuidado com flutuações nos preços!
Empresa 3977,122009,540320,65,Transportes,B-,Inconsistências financeiras apontadas em auditoria.
Empresa 3978,381324,198935,86,Turismo,B+,Cuidado com flutuações nos preços!
Empresa 3979,419266,387471,41,Comércio,A+,Concorrente lançou um novo produto.
Empresa 3980,275444,183462,56,Agronegócio,C+,Aumento no custo das matérias-primas.
Empresa 3981,373311,487099,31,Alimentação,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 3982,469480,527056,64,Tecnologia,B-,Mudanças na legislação para o setor.
Empresa 3983,127120,611247,110,Tecnologia,A-,Investimento em tecnologia de prevenção de fraudes.
Empresa 3984,331383,270466,49,Comércio,D,Oportunidades de parcerias surgindo.
Empresa 3985,709058,133816,92,Serviços,C,Insatisfação de clientes em redes sociais.
Empresa 3986,734519,126804,61,Comércio,B,Concorrente lançou um novo produto.
Empresa 3987,292835,556344,112,Agronegócio,D,Insatisfação de clientes em redes sociais.
Empresa 3988,297937,331388,59,Saúde,D,Expansão em novos mercados anunciada.
Empresa 3989,874205,290590,36,Saúde,C,Concorrente lançou um novo produto.
Empresa 3990,211462,610848,113,Comércio,B,Oportunidades de parcerias surgindo.
Empresa 3991,693119,127112,93,Saúde,C+,Concorrente lançou um novo produto.
Empresa 3992,142340,211679,91,Educação,B+,Concorrente lançou um novo produto.
Empresa 3993,590248,371884,78,Alimentação,B-,Inconsistências financeiras apontadas em auditoria.
Empresa 3994,332697,538149,20,Comércio,B+,Expansão em novos mercados anunciada.
Empresa 3995,322594,271608,71,Educação,B-,Expansão em novos mercados anunciada.
Empresa 3996,599795,487553,20,Tecnologia,C-,Setor afetado por mudanças climáticas.
Empresa 3997,580747,161720,99,Indústria,B-,Mudanças na legislação para o setor.
Empresa 3998,798206,365039,66,Agronegócio,D,Insatisfação de clientes em redes sociais.
Empresa 3999,809189,448240,46,Indústria,B+,Investimento em tecnologia de prevenção de fraudes.
Empresa 4000,607165,102487,42,Indústria,B-,Setor afetado por mudanças climáticas.
Empresa 4001,575168,510266,52,Agronegócio,C-,Oportunidades de parcerias surgindo.
Empresa 4002,586595,543035,101,Indústria,A-,Aumento no custo das matérias-primas.
Empresa 4003,432172,406690,52,Comércio,A,Inconsistências financeiras apontadas em auditoria.
Empresa 4004,176071,206652,109,Agronegócio,A,Cuidado com flutuações nos preços!
Empresa 4005,731844,676514,107,Turismo,B+,Investimento em tecnologia de prevenção de fraudes.
Empresa 4006,149861,308024,99,Tecnologia,C-,Setor afetado por mudanças climáticas.
Empresa 4007,534130,253465,96,Alimentação,C-,Cuidado com flutuações nos preços!
Empresa 4008,797211,250438,101,Educação,A+,Expansão em novos mercados anunciada.
Empresa 4009,521164,358821,109,Agronegócio,C-,Expansão em novos mercados anunciada.
Empresa 4010,349378,300602,112,Comércio,A-,Inconsistências financeiras apontadas em auditoria.
Empresa 4011,877076,234026,21,Transportes,B,Setor afetado por mudanças climáticas.
Empresa 4012,718263,652111,106,Transportes,D,Inconsistências financeiras apontadas em auditoria.
Empresa 4013,837184,549006,29,Tecnologia,A,Insatisfação de clientes em redes sociais.
Empresa 4014,155493,325062,81,Alimentação,B+,Cuidado com flutuações nos preços!
Empresa 4015,445394,238226,109,Tecnologia,A,Expansão em novos mercados anunciada.
Empresa 4016,164339,508609,20,Turismo,B-,Concorrente lançou um novo produto.
Empresa 4017,281131,174653,102,Indústria,B,Mudanças na legislação para o setor.
Empresa 4018,342052,201825,110,Turismo,C,Cuidado com flutuações nos preços!
Empresa 4019,102446,677930,106,Transportes,B+,Insatisfação de clientes em redes sociais.
Empresa 4020,872754,312625,117,Comércio,A-,Investimento em tecnologia de prevenção de fraudes.
Empresa 4021,996040,671753,40,Indústria,A-,Insatisfação de clientes em redes sociais.
Empresa 4022,719063,383892,45,Transportes,A+,Investimento em tecnologia de prevenção de fraudes.
Empresa 4023,156516,658951,76,Turismo,B,Concorrente lançou um novo produto.
Empresa 4024,334898,224319,14,Educação,B-,Inconsistências financeiras apontadas em auditoria.
Empresa 4025,974216,613202,60,Turismo,B+,Concorrente lançou um novo produto.
Empresa 4026,717246,141543,52,Agronegócio,A-,Setor afetado por mudanças climáticas.
Empresa 4027,170474,420813,70,Transportes,C+,Concorrente lançou um novo produto.
Empresa 4028,978553,218107,60,Tecnologia,A-,Expansão em novos mercados anunciada.
Empresa 4029,228373,672732,101,Turismo,C-,Cuidado com flutuações nos preços!
Empresa 4030,666792,385001,89,Educação,C-,Cuidado com flutuações nos preços!
Empresa 4031,388135,504985,49,Agronegócio,C,Mudanças na legislação para o setor.
Empresa 4032,759965,613347,38,Alimentação,B+,Oportunidades de parcerias surgindo.
Empresa 4033,273493,699969,19,Alimentação,A,Setor afetado por mudanças climáticas.
Empresa 4034,381005,615009,10,Turismo,C-,Concorrente lançou um novo produto.
Empresa 4035,495036,333843,59,Transportes,C+,Inconsistências financeiras apontadas em auditoria.
Empresa 4036,345779,452559,23,Educação,C-,Oportunidades de parcerias surgindo.
Empresa 4037,784634,162943,96,Alimentação,A+,Inconsistências financeiras apontadas em auditoria.
Empresa 4038,139964,484549,105,Serviços,C,Mudanças na legislação para o setor.
Empresa 4039,411170,532357,20,Saúde,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 4040,455618,537904,35,Indústria,B,Aumento no custo das matérias-primas.
Empresa 4041,814397,422248,45,Educação,A-,Insatisfação de clientes em redes sociais.
Empresa 4042,959220,292664,47,Agronegócio,C+,Insatisfação de clientes em redes sociais.
Empresa 4043,606827,213449,113,Serviços,C,Cuidado com flutuações nos preços!
Empresa 4044,282388,158138,47,Serviços,C+,Concorrente lançou um novo produto.
Empresa 4045,110313,136794,98,Tecnologia,C+,Cuidado com flutuações nos preços!
Empresa 4046,649408,418903,116,Agronegócio,A+,Insatisfação de clientes em redes sociais.
Empresa 4047,421692,433915,83,Alimentação,C+,Concorrente lançou um novo produto.
Empresa 4048,296583,308503,11,Saúde,C-,Oportunidades de parcerias surgindo.
